Company_Name,Ticker,Sub_Sector,Market_Cap,Close_Price,PE_Ratio,5Y_Historical_Revenue_Growth,1Y_Forward_Revenue_Growth,Total_Revenue,PBT,Taxes_And_Other_Items,DII_Holding_Change_3M,FII_Holding_Change_3M,MF_Holding_Change_3M,Promoter_Holding_Change_3M,Percentage_Buy_Records,No_Of_Analysts_With_Buy_Reco,Percentage Upside,Net_Profit,Profit_Margin,PS_Ratio,Earnings_Yield,Revenue_Growth,Total_Institutional_Holding_Change,Change_Retail_Holding,Composite_Score
Surya India Ltd,SURYAINDIA,Real Estate,12.7491434,18.25,-50.9965736,-3.057772859,0,3.81,-0.04,0.21,0,0,0,0,0,0,0,-0.25,-1.049868766,3.346231864,-0.003137466,NULL,0,0,NULL
Abhishek Finlease Ltd,ABHIFIN,Consumer Finance,12.749061,29.9,98.0697,8.305044027,0,0.76,0.17,0.04,0,0,0,0,0,0,0,0.13,22.36842105,16.77508026,0.013334315,-0.800524934,0,0,-19.12545097
Colinz Laboratories Ltd,COLINZ,Pharmaceuticals,12.71444679,49.4,38.52862664,-2.587483821,0,7.14,0.47,0.14,0,0,0,-0.079393434,0,0,0,0.33,6.582633053,1.780734845,0.036965824,8.394736842,0,0.079393434,-5.887814186
Bil Energy Systems Ltd,BILENERGY,Industrial Machinery,12.68496,0.6,-0.200616163,-72.57359444,0,0.05,-63.23,0,0,0,0,0,0,0,0,-63.23,-126460,253.6992,-4.984643231,-0.992997199,0,0,-31615.1981
Aditya BSL Sensex ETF,BSLSENETFG,Equity,12.67263724,60.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,0,-1,0,0,NULL
Alan Scott Industriess Ltd,ALAN SCOTT,Movies & TV Serials,12.6520157,65.9,-180.7430814,76.98160791,0,1.91,-0.07,0,-8.900846236,0,0,0,0,0,0,-0.07,-3.664921466,6.62409199,-0.005532715,NULL,-8.900846236,8.900846236,NULL
Roopshri Resorts Ltd,ROOPSHRI,NULL,12.6349833,21.65,-90.24988071,0,0,0.47,-0.14,0,0,0,0,1.644220542,0,0,0,-0.14,-29.78723404,26.88294319,-0.011080347,-0.753926702,0,-1.644220542,14.92717999
Narendra Properties Ltd,NARPROP,NULL,12.60691107,17.75,-5.16676683,0,0,0,-2.44,0,0,0,0,0,0,0,0,-2.44,NULL,NULL,-0.193544635,-1,0,0,NULL
Advance Syntex Ltd,ASYL,Commodity Chemicals,12.59937105,11.24,-3.035993023,-15.27028156,0,29.18,-5.21,-1.06,0,0,0,0,0,0,0,-4.15,-17.854695,0.43178105,-0.413512705,NULL,0,0,NULL
Nippon India ETF Long Term Gilt,LTGILTBEES,Debt,12.59198244,22.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,0,-1,0,0,NULL
Visagar Financial Services Ltd,VISAGAR,Diversified Financials,12.57405218,1.31,54.66979208,9.777846334,0,16.82,0.23,0,0,0,0,0,0,0,0,0.23,1.367419738,0.747565528,0.018291637,NULL,0,0,NULL
S V Trading and Agencies Ltd,ZSVTRADI,Investment Banking & Brokerage,12.5685,7.35,21.30254237,-29.33900057,0,0.99,0.8,0.21,0,0,0,0,0,0,0,0.59,80.80808081,12.69545455,0.063651191,-0.941141498,0,0,14.64109923
Paragon Finance Ltd,PARAGONF,Consumer Finance,12.5375,29.5,18.71268657,-12.39226108,0,3.05,0.88,0.21,0,0,0,0,0,0,0,0.67,28.85245902,4.110655738,0.070189432,2.080808081,0,0,3.055145132
ACI Infocom Ltd,ACIIN,IT Services & Consulting,12.47859349,1.1,311.9648374,-46.86629227,0,0.62,0.06,0.02,0,0,0,0,0,0,0,0.04,9.677419355,20.12676369,0.004808234,-0.796721311,0,0,-75.77103484
Quantum Digital Vision (India) Ltd,QUANTDIA,Construction & Engineering,12.43664492,41,82.91096611,16.94714187,0,0.35,0.15,0,0,0,0,0,0,0,0,0.15,42.85714286,35.5332712,0.012061131,-0.435483871,0,0,-10.12232678
Dr Lalchandani Labs Ltd,DLCL,Hospitals & Diagnostic Centres,12.42905426,28.7,13.50984159,19.59737149,0,11.28,1.28,0.36,0,0,0,0,0,0,0,0.92,11.34751773,1.101866512,0.102984505,31.22857143,0,0,7.266561892
KOBO Biotech Ltd,KOBO,NULL,12.40598682,4.95,-0.815110829,-68.04228282,0,0.02,-15.22,0,0,0,0,0,0,0,0,-15.22,-76100,620.299341,-1.226827033,-0.99822695,0,0,-19025.04578
Antarctica Ltd,ANTGRAPHIC,Packaging,12.39396844,0.75,619.698422,-14.8088093,0,1.05,0.02,0,0,0,0,-3.422866713,0,0,0,0.02,1.904761905,11.80377947,0.001613688,51.5,0,3.422866713,-141.573415
VCU Data Management Ltd,VCU,Electronic Equipments,12.39316888,7.84,5.18542631,-14.59256562,0,3.99,3.19,0.8,0,0,0,0,0,0,0,2.39,79.94987469,3.106057363,0.257399865,2.8,0,0,19.39111209
Arihant Tournesol Ltd,ARHNTTO,Agro Products,12.37595167,13.13,-61.87975835,0,0,0,-0.2,0,0,0,0,0,0,0,0,-0.2,NULL,NULL,-0.016160373,-1,0,0,NULL
BKV Industries Ltd,BKV,Packaged Foods & Meats,12.30573852,7.92,76.91086575,18.0264463,0,0.71,0.16,0,-0.157943278,0.032365426,0,0,0,0,0,0.16,22.53521127,17.33202608,0.013002064,NULL,-0.125577852,0.125577852,NULL
AVI Products India Ltd,APIL,Commodities Trading,12.29578528,49.95,94.58296368,8.90340131,0,3.37,0.17,0.04,0,0,0,0,0,0,0,0.13,5.044510386,3.648600973,0.013825876,3.746478873,0,0,-21.44799361
Sturdy Industries Ltd,STURDY,Agricultural & Farm Machinery,12.24479988,0.85,3.410807765,-45.11303625,0,20.42,-4.86,-8.45,-2.928440214,0,0,0,0,0,0,3.59,-23.80019589,0.599647399,-0.396903179,5.059347181,-2.928440214,2.928440214,-6.270024171
Maitri Enterprises Ltd,MAITRI,Pharmaceuticals,12.22526143,27.8,53.15331057,93.64606048,0,20.15,0.34,0.11,0,0,0,0,0,0,0,0.23,1.687344913,0.606712726,0.027811266,-0.013222331,0,0,-12.869797
CMM Infraprojects Ltd,CMMIPL,Construction & Engineering,12.21840801,8.15,23.05360002,-22.59497395,0,56.95,0.47,-0.06,0,0,0,0,0,0,0,0.53,0.825285338,0.214546234,0.03846655,1.82630273,0,0,-5.100502988
Quantum Nifty ETF,QNIFTY,Equity,12.21483595,1971.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,0,-1,0,0,NULL
Valencia Nutrition Ltd,VALENCIA,NULL,12.17604338,21.8,-18.17319907,0,0,0,-0.67,0,0,0,0,0,0,0,0,-0.67,NULL,NULL,-0.055026085,NULL,0,0,NULL
Maagh Advertising & Marketing Services Ltd,MAAGHADV,NULL,12.12931432,36,22.88549871,0,0,21.8,0.75,0.22,0,0,0,0,0,0,0,0.53,3.440366972,0.556390565,0.061833668,NULL,0,0,NULL
Motilal Oswal S&P BSE Low Volatility ETF,MOLOWVOL,Equity,12.12025243,25.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,0,-1,0,0,NULL
Ajwa Fun World and Resort Ltd,AJWAFUN,Theme Parks & Gaming,12.10237916,18.95,-10.43308549,-31.52547671,0,0.56,-1.16,0,-0.004694836,0,0,0,0,0,0,-1.16,-207.1428571,21.61139136,-0.095848922,NULL,-0.004694836,0.004694836,NULL
Franklin Leasing and Finance Ltd,FRANKLIN,Diversified Financials,12.073536,7.65,54.87970909,24.90199163,0,12.98,0.3,0.08,0,0,0,0,0,0,0,0.22,2.311248074,0.930164561,0.024847733,22.17857143,0,0,-7.597472397
Rishabh Digha Steel and Allied Products Ltd,RISHDIGA,Iron & Steel,12.06343063,20.9,-27.4168878,-33.55067021,0,0.32,-0.45,-0.01,0,0,0,0,0,0,0,-0.44,-140.625,37.69822072,-0.037302822,-0.975346687,0,0,-28.54586472
Kaarya Facilities & Services Ltd,KAARYAFSL,NULL,12.06183282,12.9,402.061094,13.73892018,0,20.31,0.03,0,0,0,0,0,0,0,0,0.03,0.147710487,0.593886402,0.002487184,62.46875,0,0,-84.86115838
Sprayking Agro Equipment Ltd,SPRAYKING,Agricultural & Farm Machinery,12.0565222,38,33.49033944,-2.522311815,0,16,0.48,0.12,0,0,0,0,0,0,0,0.36,3,0.753532638,0.039812476,-0.212210734,0,0,-7.675637543
Jointeca Education Solutions Ltd,JOINTECAED,Software Services,12.01836,11.4,-10.54242105,-47.46944391,0,0.05,-1.12,0.02,0,0,0,0,0,0,0,-1.14,-2240,240.3672,-0.093190751,-0.996875,0,0,-557.6136135
Jayatma Enterprises Ltd,JAYATMA,Business Support Services,11.99338924,38.05,39.97796413,5.436481113,0,0.86,0.42,0.12,0,0,0,0,0,0,0,0.3,48.8372093,13.94580144,0.035019292,16.2,0,0,6.264811293
Premier Synthetics Ltd,PREMSYN,Textiles,11.98164771,26.1,4.773564825,43.85480607,0,59.08,2.59,0.08,0,0,0,0,0,0,0,2.51,4.383886256,0.202803787,0.216163925,67.69767442,0,0,16.82699896
Net Pix Shorts Digital Media Ltd,NETPIX,NULL,11.9522241,37.35,-51.96619174,0,0,0.48,-0.28,-0.05,0,0,0,0,0,0,0,-0.23,-58.33333333,24.90046688,-0.023426602,-0.991875423,0,0,-1.839754254
Octal Credit Capital Ltd,OCTAL,Diversified Financials,11.9455666,24.75,4.77822664,56.8056357,0,2.37,2.67,0.17,0,0,0,0,0,0,0,2.5,112.6582278,5.04032346,0.223513885,3.9375,0,0,27.9543753
Kalyani Commercials Ltd,KALYANI,Consumer Finance,11.93,119.3,5.209606987,-13.19486948,0,230.68,1.95,-0.34,0,0,0,0,0,0,0,2.29,0.84532686,0.051716664,0.163453479,96.33333333,0,0,22.9922633
Tokyo Finance Ltd,TOKYOFIN,NULL,11.91230493,17.1,595.6152466,-18.57034481,0,0.58,0.02,0,0,0,0,0.39140041,0,0,0,0.02,3.448275862,20.53845678,0.001678936,-0.997485694,0,-0.39140041,-148.2911141
Kamanwala Housing Construction Ltd,KAMANWALA,NULL,11.90215972,8.64,108.201452,-35.86121951,0,4.65,0.14,0.03,0,0,0,0,0,0,0,0.11,3.010752688,2.559604241,0.011762571,7.017241379,0,0,-24.54336448
Cindrella Hotels Ltd,CINDHO,NULL,11.89144543,33,33.97555837,5.449383277,0,5.45,0.23,-0.12,0,0,0,0,0,0,0,0.35,4.220183486,2.181916593,0.019341635,0.172043011,0,0,-7.395832968
Margo Finance Ltd,MARGOFIN,Diversified Financials,11.87545424,25.65,-23.75090849,-0.653650804,0,0.6,-0.15,0.35,0,0,0,0,0,0,0,-0.5,-25,19.79242373,-0.012631096,-0.889908257,0,0,-0.534749942
Rapid Investments Ltd,RAPIDIN,Diversified Financials,11.86205,90.55,395.4016667,44.26999059,0,0.5,0.03,0,0,0,0,0,0,0,0,0.03,6,23.7241,0.002529074,-0.166666667,0,0,-97.39208334
Velox Industries Ltd,VELOXIND,NULL,11.745702,14.73,-293.64255,0,0,0,-0.04,0,0,0,0,25.29778909,0,0,0,-0.04,NULL,NULL,-0.003405501,-1,0,-25.29778909,NULL
Daikaffil Chemicals India Ltd,DAIKAFFI,Specialty Chemicals,11.69355451,20.05,-4.69620663,-20.39110749,0,8.63,-2.72,-0.23,0,0,0,-0.005916667,0,0,0,-2.49,-31.5179606,1.354988935,-0.232606775,NULL,0,0.005916667,NULL
Netlink Solutions (India) Ltd,NETLINK,IT Services & Consulting,11.67858226,46.75,7.89093396,-12.12552887,0,2.95,1.72,0.24,0,0,0,0,0,0,0,1.48,58.30508475,3.958841444,0.147278151,-0.658169177,0,0,12.4389954
Svaraj Trading and Agencies Ltd,ZSVARAJT,Commodities Trading,11.64608068,8.18,22.39630899,-25.33950742,0,1.03,0.7,0.18,0,0,0,0,0,0,0,0.52,67.96116505,11.30687445,0.060106058,-0.650847458,0,0,11.22850215
Accord Synergy Ltd,ACCORD,Telecom Services,11.6312,33.5,-1.96472973,-17.09406403,0,25.13,-5.97,-0.05,0,0,0,0,0,0,0,-5.92,-23.75646637,0.462841226,-0.513274641,23.39805825,0,0,0.401580402
Peeti Securities Ltd,PEETISEC,Textiles,11.62624,32.2,15.09901299,3.973972514,0,23.61,1,0.23,0,0,0,0,0,0,0,0.77,4.235493435,0.492428632,0.086012331,-0.060485476,0,0,-2.731001258
Gujchem Distillers India Ltd,GUJCMDS,Commodity Chemicals,11.57649078,75.1,29.6833097,32.5115087,0,1.43,0.32,-0.07,0.018531674,0,0,0,0,0,0,0.39,22.37762238,8.095448098,0.027642228,-0.939432444,0.018531674,-0.018531674,-2.056647023
Supertex Industries Ltd,SUPERTEX,Textiles,11.56177355,12.24,96.34811288,-6.819531614,0,66.98,0.18,0.06,0,0,0,0.017634632,0,0,0,0.12,0.268736936,0.172615311,0.015568546,45.83916084,0,-0.017634632,-12.56005378
Kotak Nifty Alpha 50 ETF,KOTAKALPHA,Equity,11.56036083,29.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,0,-1,0,0,NULL
Svarnim Trade Udyog Ltd,SNIM,NULL,11.54326235,47.5,0,-64.48552928,0,0.05,0,0,0,0,0,0,0,0,0,0,0,230.865247,0,NULL,0,0,NULL
Madhusudan Industries Ltd,MADHUDIN,NULL,11.5230235,21.4,4.609209402,-0.094518127,0,4.22,3.28,0.78,0,0,0,0,0,0,0,2.5,77.72511848,2.730574289,0.284647515,83.4,0,0,39.12897727
Supremex Shine Steels Ltd,SUPREMEX,NULL,11.50575802,3.72,-95.88131685,-18.61049752,0,0.05,-0.12,0,0,0,0,0,0,0,0,-0.12,-240,230.1151604,-0.010429561,-0.988151659,0,0,-36.2767087
Sword-Edge Commercials Ltd,SWORDEDGE,NULL,11.5052583,0.55,-13.535598,0,0,0,-0.85,0,0,0,0,0,0,0,0,-0.85,NULL,NULL,-0.073879263,-1,0,0,NULL
Advance Petrochemicals Ltd,ADVPETR-B,Oil & Gas - Refining & Marketing,11.466,127.4,38.22,25.84675639,0,28.03,0.44,0.14,0,0,0,0,0,0,0,0.3,1.5697467,0.40906172,0.038374324,NULL,0,0,NULL
Tarai Foods Ltd,TARAI,Packaged Foods & Meats,11.44605645,6.5,-26.01376466,-0.900423647,0,2.81,-0.44,0,0,0,0,0,0,0,0,-0.44,-15.65836299,4.073329698,-0.038441187,-0.899750268,0,0,2.363912851
R J Shah and Company Ltd,RJSHAH,Construction & Engineering,11.439284,408.4,20.79869818,-33.92418483,0,1.98,0.77,0.22,0,0,0,0,0,0,0,0.55,38.88888889,5.777416162,0.067311905,-0.295373665,0,0,4.448704261
Lippi Systems Ltd,LIPPISYS,Industrial Machinery,11.43869499,16.45,13.45728822,-3.039778438,0,14.56,1.2,0.35,0,0,0,0,0,0,0,0.85,8.241758242,0.785624656,0.104907072,6.353535354,0,0,0.284501344
N D Metal Industries Ltd,NDMETAL,NULL,11.40171537,46,-1140.171537,-31.73348713,0,0.94,0.02,0.03,0,0,0,0,0,0,0,-0.01,2.127659574,12.12948444,0.001754122,-0.93543956,0,0,285.3409393
UTL Industries Ltd,UTLINDS,Iron & Steel,11.39614844,3.39,-54.26737352,-52.40245232,0,0.15,-0.21,0,0,0,0,-0.409649522,0,0,0,-0.21,-140,75.97432293,-0.018427278,-0.840425532,0,0.409649522,-21.643263
Panafic Industrials Ltd,PANAFIC,Diversified Financials,11.3823902,1.34,9.253975771,11.84269147,0,2.17,1.48,0.25,0,0,0,-0.011883054,0,0,0,1.23,68.20276498,5.245341106,0.130025414,13.46666667,0,0.011883054,18.10386397
Cybele Industries Ltd,CYBELEIND,NULL,11.3633719,10.63,87.41055312,3.196950184,0,29.26,0.24,0.11,-2.497756129,0,0,0,0,0,0,0.13,0.820232399,0.388358575,0.021120492,12.48387097,-2.497756129,2.497756129,-19.15105147
Kush Industries Ltd,KUSHIND,Textiles,11.35499112,7.29,4.653684887,30.66052148,0,5.56,2.44,0,0,0,0,0,0,0,0,2.44,43.88489209,2.04226459,0.214883479,-0.809979494,0,0,9.605306926
Yuvraaj Hygiene Products Ltd,YUVRAAJHPL,FMCG - Household Products,11.32580796,1.31,-7.920145427,9.174853854,0,20.07,-1.54,-0.11,0,0,0,0,0,0,0,-1.43,-7.673143996,0.564315294,-0.135972639,2.60971223,0,0,0.714178415
Vitesse Agro Ltd,VITESSE,Agro Products,11.31249683,26.3,21.75480159,43.55703629,0,18.84,0.9,0.38,0,0,0,0,0,0,0,0.52,4.777070064,0.600450999,0.079558033,-0.061285501,0,0,-4.259754257
Kotak Nifty 100 Low Vol 30 ETF,KOTAKLOVOL,Equity,11.30967594,13.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,0,-1,0,0,NULL
KMS Medisurgi Ltd,KMSMEDI,NULL,11.3025,34.25,53.82142857,5.143164613,0,10.37,0.28,0.07,0,0,0,0,0,0,0,0.21,2.700096432,1.089922854,0.02477328,NULL,0,0,NULL
Muzali Arts Ltd,MUZALI,NULL,11.28235516,2.05,-6.199096243,0,0,13.04,-1.77,0.05,0,0,0,0,0,0,0,-1.82,-13.57361963,0.865211285,-0.156882138,0.257473481,0,0,-1.779262477
Daulat Securities Ltd,DAULAT,Investment Banking & Brokerage,11.26878864,23.3,13.1032426,25.05223539,0,2.63,1.13,0.27,0,0,0,0,0,0,0,0.86,42.96577947,4.28471051,0.100276972,-0.798312883,0,0,7.266055996
Mukta Agriculture Ltd,MUKTA,Commodities Trading,11.26830982,5.2,-40.24396365,0,0,0,-0.28,0,0.018448677,0,0,0,0,0,0,-0.28,NULL,NULL,-0.024848447,-1,0.018448677,-0.018448677,NULL
Nippon India ETF Nifty 100,NIF100BEES,Equity,11.26292404,194.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,0,NULL,0,0,NULL
Jindal Cotex Ltd,JINDCOT,Textiles,11.24458698,2.5,0.110685963,-4.046300874,0,146.08,101.59,0,-14.93673553,14.93673553,0,0,0,0,0,101.59,69.54408543,0.076975541,9.034569271,NULL,0,0,NULL
TV Vision Ltd,TVVISION,TV Channels & Broadcasters,11.2070725,3.05,-0.356459049,-14.55615936,0,80.33,-31.46,-0.02,-0.00027215,0.000979738,0,0,0,0,0,-31.44,-39.16345077,0.139512915,-2.807155928,-0.450095838,0.000707588,-0.000707588,-9.814094992
Sovereign Diamonds Ltd,SOVERDIA,"Precious Metals, Jewellery & Watches",11.19361395,19.25,8.353443243,-12.21404964,0,23.57,1.31,-0.03,0,0,0,0,0,0,0,1.34,5.557912601,0.474909374,0.117031015,-0.706585335,0,0,-0.875528994
Golkonda Aluminium Extrusions Ltd,GOLKONDA,Metals - Aluminium,11.19153784,21.25,21.52218816,-19.94398334,0,1.46,0.52,0,0,0,0,0,0,0,0,0.52,35.61643836,7.665436877,0.046463677,-0.938056852,0,0,3.289048336
S S Infrastructure Development Consultants Ltd,SSINFRA,Construction & Engineering,11.18840944,8.1,17.75938007,0.344896765,0,22.85,1.56,0.93,0,0,0,0,0,0,0,0.63,6.827133479,0.489645927,0.139430006,14.65068493,0,0,0.929609585
Photoquip (India) Ltd,PHOTOQUP,Electronic Equipments,11.17970174,22.6,-4.757319891,-23.40466676,0,12.66,-2.09,0.26,0,0,0,0,0,0,0,-2.35,-16.50868878,0.883072807,-0.186945953,-0.44595186,0,0,-3.049330188
Parle Industries Ltd,PARLEIND,Commodities Trading,11.16584538,7.97,558.2922691,38.78106222,0,1.39,0.07,0.05,0,0,0,0,0,0,0,0.02,5.035971223,8.032982288,0.006269118,-0.890205371,0,0,-138.5366258
Mystic Electronics Ltd,MYSTICELE,NULL,11.16177774,5.92,558.0888872,-44.63740192,0,0.22,0.02,0,0.012647823,0,0,0,0,0,0,0.02,9.090909091,50.73535336,0.001791829,-0.841726619,0.012647823,-0.012647823,-137.4567642
Sanco Industries Ltd,SANCO,Building Products - Pipes,11.16048833,10.15,-13.28629564,-63.33498203,0,0.73,-0.84,0,0,0,0,0,0,0,0,-0.84,-115.0684932,15.28834018,-0.075265524,2.318181818,0,0,-24.86600392
Gallops Enterprise Ltd,GALLOPENT,NULL,11.1191791,22.3,123.5464345,0,0,0.11,0.09,0,0,0,0,0,0,0,0,0.09,81.81818182,101.0834464,0.008094123,-0.849315068,0,0,-10.64439194
Bright Solar Ltd,BRIGHT,Industrial Machinery,11.11187513,5.45,-1.507717114,-16.20525133,0,7.49,-7.37,0,0,0,0,0,0,0,0,-7.37,-98.39786382,1.483561433,-0.663254394,67.09090909,0,0,-7.449809403
KMG Milk Food Ltd,KMGMILK,FMCG - Foods,11.086614,20.9,-85.28164615,26.56081019,0,8.41,-0.06,0.07,0,0,0,0,0,0,0,-0.13,-0.713436385,1.318265636,-0.005411932,0.122830441,0,0,21.17276005
Ventura Textiles Ltd,VENTURA,NULL,11.08226618,5.7,-6.883395143,198.409143,0,18.93,-1.61,0,0,0,0,0,0,0,0,-1.61,-8.505018489,0.58543403,-0.145277146,1.250891795,0,0,-0.092682888
Libord Finance Ltd,LIBORDFIN,Diversified Financials,11.07809375,7.41,138.4761719,-7.707024415,0,0.75,0.11,0.03,0,0,0,0,0,0,0,0.08,14.66666667,14.77079167,0.009929506,-0.960380349,0,0,-31.1924714
Betex India Ltd,BETXIND,Textiles,11.04890984,71.6,26.94856058,0.130714904,0,58.37,0.58,0.17,0,0,0,0,0,0,0,0.41,0.993661127,0.1892909,0.052493867,76.82666667,0,0,12.7179418
Rajasthan Petro Synthetics Ltd,RAJSPTR,Logistics,11.00886914,1.33,1100.886914,4.718407861,0,0.34,0.01,0,0,0,0,0,0,0,0,0.01,2.941176471,32.37902688,0.000908359,-0.99417509,0,0,-274.7349782
Cubical Financial Services Ltd,CUBIFIN,NULL,11.00766257,1.73,16.42934712,-21.11274081,0,2.16,0.81,0.14,0,0,0,0,0,0,0,0.67,37.5,5.096140079,0.073585104,5.352941176,0,0,6.605898514
RM Drip & Sprinklers Systems Ltd,RMDRIP,Agricultural & Farm Machinery,10.99898735,16.35,-11.70105038,-8.312023647,0,18.61,-0.53,0.41,0,0,0,0,0,0,0,-0.94,-2.84793122,0.59102565,-0.048186254,7.615740741,0,0,4.117214975
KCK Industries Ltd,KCK,Textiles,10.99394014,20,9.16161678,0,0,69.77,1.61,0.41,0,0,0,0,0,0,0,1.2,2.307582055,0.157574031,0.146444312,2.749059645,0,0,-1.02624377
Sankhya Infotech Ltd,SANKHYAIN,NULL,10.9921062,7.64,-0.790799007,0,0,0,-14.77,-0.87,-0.629946683,0,0,0,0,0,0,-13.9,NULL,NULL,-1.34369153,-1,-0.629946683,0.629946683,NULL
Nippon India ETF Hang Seng BeES,HNGSNGBEES,Equity,10.982502,256.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,0,NULL,0,0,NULL
Goenka Business & Finance Ltd,GBFL,Diversified Financials,10.97903285,8.22,17.99841451,274.8166108,0,1420.35,0.95,0.34,0,0,0,0,0,0,0,0.61,0.066884923,0.007729808,0.086528569,NULL,0,0,NULL
Trinity League India Ltd,TRINITYLEA,NULL,10.96379525,20.6,54.81897626,55.67410831,0,1.92,0.2,0,0,0,0,0.105685922,0,0,0,0.2,10.41666667,5.710310026,0.018241858,-0.998648221,0,-0.105685922,-11.35023945
Le Lavoir Ltd,LELAVOIR,NULL,10.89659379,33.75,36.32197931,127.5443032,0,1.22,0.4,0.1,0,0,0,0,0,0,0,0.3,32.78688525,8.931634254,0.036708719,-0.364583333,0,0,-0.974919349
Motilal Oswal Nasdaq Q50 ETF,MONQ50,Equity,10.8938445,53.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,0,-1,0,0,NULL
VXL Instruments Ltd,VXLINSTR,Technology Hardware,10.88036434,7.77,-120.8929371,-23.06728091,0,13.58,-0.18,-0.09,0,0,0,0,0,0,0,-0.09,-1.325478645,0.801205032,-0.016543564,NULL,0,0,NULL
Regent Enterprises Ltd,REGENTRP,NULL,10.83388511,3.4,8.463972742,-5.683417174,0,647,1.12,-0.16,0,0,0,0,0,0,0,1.28,0.173106646,0.016744799,0.10337935,46.64359352,0,0,9.588181856
Milestone Global Ltd,MILESTONE,NULL,10.8127125,21.55,14.41695,16.59352733,0,19.09,0.96,0.21,0,0,0,0,0,0,0,0.75,5.028810896,0.56640715,0.088784382,-0.97049459,0,0,-2.589658424
Consecutive Investments & Trading Co Ltd,CITL,Investment Banking & Brokerage,10.8119625,35.95,98.29056818,-16.74467926,0,0.18,0.11,0,0,0,0,0,0,0,0,0.11,61.11111111,60.06645833,0.010173916,-0.99057098,0,0,-9.542507012
Titaanium Ten Enterprise Ltd,TITAANIUM,Textiles,10.79330446,15.65,7.49535032,16.56342052,0,253.38,1.98,0.54,0,0,0,0,0,0,0,1.44,0.781434999,0.042597302,0.183447063,1406.666667,0,0,349.9881878
PVV Infra Ltd,PVVINFRA,NULL,10.75745742,15.33,6.72341089,-38.2139257,0,4.54,1.88,0.28,0,0,0,0,0,0,0,1.6,41.40969163,2.369484013,0.174762486,-0.982082248,0,0,8.426049623
KCD Industries India Ltd,KCDGROUP,NULL,10.74407786,55.9,41.32337638,0,0,0,0.48,0.22,0,0,0,0,0,0,0,0.26,NULL,NULL,0.044675775,-1,0,0,NULL
Stellar Capital Services Ltd,STELLAR,NULL,10.683522,4.28,33.38600625,-9.105067449,0,3.4,0.41,0.09,0,0,0,0,0,0,0,0.32,12.05882353,3.142212353,0.038376857,NULL,0,0,NULL
Shyam Telecom Ltd,SHYAMTEL,Telecom Equipments,10.64428287,9.5,-2.924253535,-72.08669909,0,0.08,-3.05,0.59,0,8.87E-05,0,0,0,0,0,-3.64,-3812.5,133.0535359,-0.286538796,-0.976470588,8.87E-05,-8.87E-05,-952.6380321
Vamshi Rubber Ltd,VAMSHIRU,NULL,10.63734069,24.05,354.5780231,5.101295631,0,70.15,0.07,0.04,0,0,0,0,0,0,0,0.03,0.099786172,0.151637073,0.006580592,875.875,0,0,130.3491908
Shree Krishna Infrastructure Ltd,SKIFL,Real Estate,10.635,35.45,354.5,-1.695898431,0,0.56,0.03,0,0,0,0,0,0,0,0,0.03,5.357142857,18.99107143,0.002820874,-0.992017106,0,0,-87.53371856
Shree Bhawani Paper Mills Ltd,SHBHAWPA,Paper Products,10.61645153,3.05,-0.258182187,-65.62360481,0,0.46,-41.12,0,0,0,0,0,0,0,0,-41.12,-8939.130435,23.07924246,-3.873233903,-0.178571429,0,0,-2234.762706
KJMC Corporate Advisors (India) Ltd,KJMCCORP,NULL,10.61516911,27.05,66.34480697,-1.401711923,0,6.29,0.41,0.25,0,0,0,0,0,0,0,0.16,6.518282989,1.68762625,0.038623973,12.67391304,0,0,-11.78815273
IMEC Services Ltd,IMEC,NULL,10.59324961,2.19,-2.622091487,-25.34383502,0,36.13,-4.03,0.01,0,0,0,0,0,0,0,-4.04,-11.15416551,0.293198162,-0.380430949,4.744038156,0,0,-0.947008968
HDFC Nifty 100 Quality 30 ETF,HDFCQUAL,Equity,10.5760902,40.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,0,-1,0,0,NULL
Purshottam Investofin Ltd,PURSHOTTAM,NULL,10.55059051,16.8,2.476664439,33.01216768,0,54.5,4.55,0.29,0,0,0,0,0,0,0,4.26,8.348623853,0.193588817,0.431255482,NULL,0,0,NULL
Jiya Eco-Products Ltd,JIYAECO,Renewable Energy,10.5256417,3.5,-17.25515033,24.31860739,0,83.68,2.81,3.42,0,0,0,0.789073031,0,0,0,-0.61,3.358030593,0.125784437,0.266967096,0.535412844,0,-0.789073031,5.287148442
Shanti Guru Industries Ltd,SHANTIGURU,NULL,10.52505,8.55,-16.19238462,-37.76891753,0,0.07,-0.65,0,0,0,0,0,0,0,0,-0.65,-928.5714286,150.3578571,-0.061757426,-0.99916348,0,0,-228.3445519
